Date(UTC),type,Amount,Asset,Symbol
42:39.8,COMMISSION,-0.19605648,USDT,LINKUSDT
42:39.8,COMMISSION,-0.05154494,USDT,LINKUSDT
42:39.8,REALIZED_PNL,-4.60314,USDT,LINKUSDT
42:39.8,COMMISSION,-0.0041016,USDT,LINKUSDT
42:39.8,REALIZED_PNL,-2.82716,USDT,LINKUSDT
42:39.8,REALIZED_PNL,-0.0963,USDT,LINKUSDT
57:07.9,COMMISSION,-0.52987256,USDT,DOGEUSDT
59:36.8,COMMISSION,-0.21664301,USDT,LINKUSDT
17:01.4,COMMISSION,-0.74568209,USDT,LINKUSDT
17:01.4,REALIZED_PNL,-0.08699129,USDT,LINKUSDT
17:01.4,REALIZED_PNL,-0.04349564,USDT,LINKUSDT
17:01.4,COMMISSION,-0.00122731,USDT,LINKUSDT
17:01.4,COMMISSION,-0.00245462,USDT,LINKUSDT
17:01.4,REALIZED_PNL,-26.37134305,USDT,LINKUSDT
00:06.4,FUNDING_FEE,-0.26408719,USDT,DOGEUSDT
00:10.0,FUNDING_FEE,-0.5897099,USDT,DOGEUSDT
18:59.7,TRANSFER,-35.01118752,USDT,
19:33.0,TRANSFER,35.01118752,USDT,
31:48.6,COMMISSION,-1.06520717,USDT,DOGEUSDT
31:48.6,REALIZED_PNL,-64.83158999,USDT,DOGEUSDT
41:50.4,COMMISSION,-0.00210014,USDT,1000SHIBUSDT
41:50.4,COMMISSION,-0.20412747,USDT,1000SHIBUSDT
47:38.8,COMMISSION,-0.2069329,USDT,1000SHIBUSDT
47:38.8,REALIZED_PNL,1.76321199,USDT,1000SHIBUSDT
04:42.9,COMMISSION,-0.3477738,USDT,ICPUSDT
04:42.9,COMMISSION,-0.3581094,USDT,ICPUSDT
07:27.4,COMMISSION,-0.69102432,USDT,ICPUSDT
07:27.4,REALIZED_PNL,-6.5232,USDT,ICPUSDT
07:27.4,COMMISSION,-0.01220352,USDT,ICPUSDT
07:27.4,REALIZED_PNL,-0.1152,USDT,ICPUSDT
48:20.2,COMMISSION,-0.08719944,USDT,ETHUSDT
48:20.2,COMMISSION,-0.10236456,USDT,ETHUSDT
51:28.3,REALIZED_PNL,-1.481,USDT,ETHUSDT
51:28.3,COMMISSION,-0.1901564,USDT,ETHUSDT
08:33.9,COMMISSION,-0.05499676,USDT,ETHUSDT
08:33.9,COMMISSION,-0.00379288,USDT,ETHUSDT
08:33.9,COMMISSION,-0.01517152,USDT,ETHUSDT
08:33.9,COMMISSION,-0.29015532,USDT,ETHUSDT
08:33.9,COMMISSION,-0.62203232,USDT,ETHUSDT
08:33.9,COMMISSION,-0.00379288,USDT,ETHUSDT
08:33.9,COMMISSION,-0.06258252,USDT,ETHUSDT
08:33.9,COMMISSION,-0.02086083,USDT,ETHUSDT
08:33.9,COMMISSION,-0.01706796,USDT,ETHUSDT
13:13.9,REALIZED_PNL,-7.843,USDT,ETHUSDT
13:13.9,COMMISSION,-1.0935902,USDT,ETHUSDT
40:12.3,TRANSFER,-337.6609973,USDT,
20:15.4,TRANSFER,158.1580029,USDT,
04:47.7,COMMISSION,-0.19977588,USDT,ETHUSDT
17:27.1,REALIZED_PNL,17.66932,USDT,ETHUSDT
17:27.1,COMMISSION,-0.39248404,USDT,ETHUSDT
24:52.8,COMMISSION,-0.00996722,USDT,ETHUSDT
24:52.8,COMMISSION,-0.33225919,USDT,ETHUSDT
30:13.2,REALIZED_PNL,-5.78379999,USDT,ETHUSDT
30:13.2,COMMISSION,-0.34453994,USDT,ETHUSDT
36:27.8,COMMISSION,-0.29060432,USDT,ETHUSDT
36:27.8,COMMISSION,-0.30749992,USDT,ETHUSDT
36:38.2,REALIZED_PNL,0.0308,USDT,ETHUSDT
36:38.2,COMMISSION,-0.1486936,USDT,ETHUSDT
36:59.3,REALIZED_PNL,-1.36192,USDT,ETHUSDT
36:59.3,COMMISSION,-0.44887819,USDT,ETHUSDT
09:44.0,COMMISSION,-0.0034278,USDT,ETHUSDT
09:44.0,COMMISSION,-0.1713904,USDT,ETHUSDT
09:44.0,COMMISSION,-0.17481249,USDT,ETHUSDT
09:44.0,COMMISSION,-0.4781647,USDT,ETHUSDT
09:44.0,COMMISSION,-0.1713904,USDT,ETHUSDT
18:40.6,COMMISSION,-1.00033471,USDT,ETHUSDT
18:40.6,REALIZED_PNL,-2.87228999,USDT,ETHUSDT
37:56.2,COMMISSION,-0.99584147,USDT,ETHUSDT
00:21.0,COMMISSION,-0.169426,USDT,ETHUSDT
00:21.0,REALIZED_PNL,2.737,USDT,ETHUSDT
00:21.0,REALIZED_PNL,2.737,USDT,ETHUSDT
00:21.0,REALIZED_PNL,2.737,USDT,ETHUSDT
00:21.0,REALIZED_PNL,2.737,USDT,ETHUSDT
00:21.0,REALIZED_PNL,2.737,USDT,ETHUSDT
00:21.0,COMMISSION,-0.14231784,USDT,ETHUSDT
00:21.0,COMMISSION,-0.169426,USDT,ETHUSDT
00:21.0,REALIZED_PNL,2.29908,USDT,ETHUSDT
00:21.0,COMMISSION,-0.169426,USDT,ETHUSDT
00:21.0,COMMISSION,-0.169426,USDT,ETHUSDT
00:21.0,COMMISSION,-0.169426,USDT,ETHUSDT
08:03.5,COMMISSION,-0.65260248,USDT,ETHUSDT
08:03.5,COMMISSION,-0.14201712,USDT,ETHUSDT
07:08.3,REALIZED_PNL,-35.391,USDT,ETHUSDT
07:08.3,COMMISSION,-0.808776,USDT,ETHUSDT
46:02.5,COMMISSION,-0.0727481,USDT,BTCUSDT
46:02.5,COMMISSION,-0.04849873,USDT,BTCUSDT
46:02.5,COMMISSION,-0.0727481,USDT,BTCUSDT
46:02.5,COMMISSION,-0.02424936,USDT,BTCUSDT
46:36.1,COMMISSION,-0.21820345,USDT,BTCUSDT
46:36.1,REALIZED_PNL,-0.10214999,USDT,BTCUSDT
38:55.2,COMMISSION,-0.27637087,USDT,1000SHIBUSDT
40:45.8,COMMISSION,-0.04608971,USDT,1000SHIBUSDT
40:45.8,COMMISSION,-0.23012074,USDT,1000SHIBUSDT
40:45.8,REALIZED_PNL,0.334124,USDT,1000SHIBUSDT
40:45.8,REALIZED_PNL,0.06692,USDT,1000SHIBUSDT
44:24.9,COMMISSION,-0.27318853,USDT,1000SHIBUSDT
00:47.1,REALIZED_PNL,0.085056,USDT,1000SHIBUSDT
00:47.1,COMMISSION,-0.27322255,USDT,1000SHIBUSDT
17:38.8,COMMISSION,-0.8005632,USDT,ETHUSDT
11:08.5,COMMISSION,-0.20634669,USDT,1000SHIBUSDT
30:51.9,REALIZED_PNL,-3.8997,USDT,1000SHIBUSDT
30:51.9,COMMISSION,-0.0813765,USDT,1000SHIBUSDT
30:51.9,COMMISSION,-0.12236616,USDT,1000SHIBUSDT
30:51.9,REALIZED_PNL,-2.61037,USDT,1000SHIBUSDT
40:44.2,REALIZED_PNL,-0.19199999,USDT,ETHUSDT
40:44.2,COMMISSION,-0.80064,USDT,ETHUSDT
47:49.0,COMMISSION,-0.7987804,USDT,ETHUSDT
48:25.5,REALIZED_PNL,-4.49,USDT,ETHUSDT
48:25.5,COMMISSION,-0.46779372,USDT,ETHUSDT
48:25.5,REALIZED_PNL,-6.3333,USDT,ETHUSDT
48:25.5,COMMISSION,-0.335316,USDT,ETHUSDT
50:19.5,TRANSFER,-116.0802424,USDT,
45:10.8,TRANSFER,236.5114,USDT,
53:57.1,COMMISSION,-0.01847056,USDT,GALAUSDT
53:57.1,COMMISSION,-0.04949747,USDT,GALAUSDT
57:30.5,COMMISSION,-0.04556631,USDT,GALAUSDT
00:15.9,FUNDING_FEE,-0.04512645,USDT,GALAUSDT
00:32.9,COMMISSION,-0.0180796,USDT,GALAUSDT
15:45.0,COMMISSION,-0.01775639,USDT,GALAUSDT
00:34.9,REALIZED_PNL,15.7225498,USDT,GALAUSDT
00:34.9,COMMISSION,-0.15009458,USDT,GALAUSDT
00:34.9,COMMISSION,-0.03686358,USDT,GALAUSDT
00:34.9,REALIZED_PNL,3.8652315,USDT,GALAUSDT
00:34.9,REALIZED_PNL,4.1823787,USDT,GALAUSDT
00:34.9,COMMISSION,-0.03988828,USDT,GALAUSDT
02:58.0,COMMISSION,-0.03991535,USDT,GALAUSDT
05:42.9,COMMISSION,-0.07637439,USDT,GALAUSDT
16:08.2,COMMISSION,-0.0982798,USDT,GALAUSDT
16:08.2,REALIZED_PNL,-5.12153098,USDT,GALAUSDT
16:08.2,REALIZED_PNL,-0.80974901,USDT,GALAUSDT
16:08.2,COMMISSION,-0.01563744,USDT,GALAUSDT
41:01.1,COMMISSION,-0.555408,USDT,SANDUSDT
02:43.6,REALIZED_PNL,-3.93,USDT,SANDUSDT
02:43.6,REALIZED_PNL,-11.7068,USDT,SANDUSDT
02:43.6,COMMISSION,-0.03663035,USDT,SANDUSDT
02:43.6,COMMISSION,-0.23566928,USDT,SANDUSDT
02:43.6,REALIZED_PNL,-36.64182,USDT,SANDUSDT
02:43.6,COMMISSION,-0.73725527,USDT,SANDUSDT
02:43.6,REALIZED_PNL,-1.80412,USDT,SANDUSDT
02:43.6,COMMISSION,-0.079628,USDT,SANDUSDT
03:45.4,COMMISSION,-0.12074462,USDT,GALAUSDT
03:45.4,COMMISSION,-0.19942352,USDT,GALAUSDT
03:45.4,COMMISSION,-0.13351268,USDT,GALAUSDT
03:45.4,COMMISSION,-0.04136834,USDT,GALAUSDT
06:32.0,COMMISSION,-0.02687706,USDT,SANDUSDT
06:32.0,COMMISSION,-0.3461768,USDT,SANDUSDT
06:32.0,COMMISSION,-0.12013441,USDT,SANDUSDT
22:07.3,REALIZED_PNL,-30.12232,USDT,GALAUSDT
22:07.3,COMMISSION,-0.50709811,USDT,GALAUSDT
30:23.2,COMMISSION,-0.2846688,USDT,MANAUSDT
38:29.2,COMMISSION,-0.2860416,USDT,MANAUSDT
38:29.2,REALIZED_PNL,3.432,USDT,MANAUSDT
00:10.6,FUNDING_FEE,0.21077914,USDT,SANDUSDT
25:58.9,COMMISSION,-0.09492588,USDT,MANAUSDT
25:58.9,COMMISSION,-0.01054732,USDT,MANAUSDT
25:58.9,COMMISSION,-0.05725688,USDT,MANAUSDT
58:30.3,COMMISSION,-0.0266076,USDT,MANAUSDT
58:30.3,REALIZED_PNL,-1.2852,USDT,MANAUSDT
58:30.3,COMMISSION,-0.13303799,USDT,MANAUSDT
58:30.3,REALIZED_PNL,-6.426,USDT,MANAUSDT
29:02.3,REALIZED_PNL,-10.84500153,USDT,SANDUSDT
29:02.3,COMMISSION,-0.14424804,USDT,SANDUSDT
29:02.3,COMMISSION,-0.0400688,USDT,SANDUSDT
29:02.3,REALIZED_PNL,-1.37626923,USDT,SANDUSDT
29:02.3,COMMISSION,-0.31574214,USDT,SANDUSDT
29:02.3,REALIZED_PNL,-4.95546923,USDT,SANDUSDT
23:32.0,COMMISSION,-0.0665838,USDT,MANAUSDT
23:37.4,COMMISSION,-0.25282008,USDT,MANAUSDT
25:32.3,REALIZED_PNL,0.783,USDT,MANAUSDT
25:32.3,COMMISSION,-0.38630088,USDT,MANAUSDT
32:01.0,COMMISSION,-0.216492,USDT,MANAUSDT
37:27.8,COMMISSION,-0.03314116,USDT,MANAUSDT
37:27.8,COMMISSION,-0.14267088,USDT,MANAUSDT
37:27.8,REALIZED_PNL,-0.5346,USDT,MANAUSDT
37:27.8,COMMISSION,-0.03025932,USDT,MANAUSDT
37:27.8,REALIZED_PNL,-0.1357,USDT,MANAUSDT
37:27.8,REALIZED_PNL,-0.1239,USDT,MANAUSDT
37:27.8,REALIZED_PNL,-0.0399,USDT,MANAUSDT
37:27.8,COMMISSION,-0.010087,USDT,MANAUSDT
46:08.5,COMMISSION,-0.1184384,USDT,GALAUSDT
46:08.5,COMMISSION,-0.1453792,USDT,GALAUSDT
58:19.7,COMMISSION,-0.0516698,USDT,GALAUSDT
58:19.7,REALIZED_PNL,0.36557126,USDT,GALAUSDT
58:19.7,COMMISSION,-0.21138038,USDT,GALAUSDT
58:19.7,REALIZED_PNL,1.55298873,USDT,GALAUSDT
01:58.4,COMMISSION,-0.0884856,USDT,GALAUSDT
01:58.4,COMMISSION,-0.18139056,USDT,GALAUSDT
07:16.1,COMMISSION,-0.02003097,USDT,GALAUSDT
07:16.1,REALIZED_PNL,5.08048524,USDT,GALAUSDT
07:16.1,REALIZED_PNL,4.68790229,USDT,GALAUSDT
07:16.1,COMMISSION,-0.12774432,USDT,GALAUSDT
07:16.1,COMMISSION,-0.11787316,USDT,GALAUSDT
07:16.1,REALIZED_PNL,0.80085245,USDT,GALAUSDT
01:03.7,COMMISSION,-0.038069,USDT,MANAUSDT
07:58.2,COMMISSION,-0.01365444,USDT,MANAUSDT
07:58.2,COMMISSION,-0.05765208,USDT,MANAUSDT
07:58.2,COMMISSION,-0.00455148,USDT,MANAUSDT
00:10.7,FUNDING_FEE,-0.02790225,USDT,MANAUSDT
48:09.4,REALIZED_PNL,-7.8725,USDT,MANAUSDT
48:09.4,COMMISSION,-0.110778,USDT,MANAUSDT
58:18.4,COMMISSION,-0.07519344,USDT,MANAUSDT
58:18.4,COMMISSION,-0.2133094,USDT,MANAUSDT
58:53.8,REALIZED_PNL,0.259725,USDT,MANAUSDT
58:53.8,COMMISSION,-0.0722296,USDT,MANAUSDT
00:11.5,FUNDING_FEE,-0.055144,USDT,MANAUSDT
25:27.1,COMMISSION,-0.1113504,USDT,MANAUSDT
30:42.1,COMMISSION,-0.10447536,USDT,MANAUSDT
30:42.1,REALIZED_PNL,9.51966635,USDT,MANAUSDT
30:42.1,REALIZED_PNL,1.26603068,USDT,MANAUSDT
30:42.1,COMMISSION,-0.20261888,USDT,MANAUSDT
30:42.1,REALIZED_PNL,4.90857796,USDT,MANAUSDT
30:42.1,COMMISSION,-0.026911,USDT,MANAUSDT
01:32.6,TRANSFER,-160.9190506,USDT,
09:30.7,TRANSFER,160.9190506,USDT,
25:31.2,COMMISSION,-0.32015148,USDT,SANDUSDT
27:52.3,REALIZED_PNL,-9.2701,USDT,SANDUSDT
27:52.3,COMMISSION,-0.31644344,USDT,SANDUSDT
34:04.0,COMMISSION,-0.29778504,USDT,DOGEUSDT
37:05.4,REALIZED_PNL,0.05542,USDT,DOGEUSDT
37:05.4,COMMISSION,-0.02868408,USDT,DOGEUSDT
37:05.4,REALIZED_PNL,0.52037,USDT,DOGEUSDT
37:05.4,COMMISSION,-0.26933126,USDT,DOGEUSDT
10:33.7,COMMISSION,-0.30102254,USDT,DOGEUSDT
10:51.2,REALIZED_PNL,-0.0439,USDT,DOGEUSDT
10:51.2,COMMISSION,-0.03840898,USDT,DOGEUSDT
00:07.7,FUNDING_FEE,-0.06555758,USDT,DOGEUSDT
22:32.2,REALIZED_PNL,1.81324,USDT,DOGEUSDT
22:32.2,COMMISSION,-0.02575944,USDT,DOGEUSDT
22:32.2,REALIZED_PNL,6.89512,USDT,DOGEUSDT
22:32.2,REALIZED_PNL,3.47681,USDT,DOGEUSDT
22:32.2,COMMISSION,-0.04962085,USDT,DOGEUSDT
22:32.2,COMMISSION,-0.09825546,USDT,DOGEUSDT
22:32.2,COMMISSION,-0.02584836,USDT,DOGEUSDT
22:32.2,COMMISSION,-0.04944074,USDT,DOGEUSDT
22:32.2,REALIZED_PNL,3.46419,USDT,DOGEUSDT
22:32.2,REALIZED_PNL,1.4868,USDT,DOGEUSDT
22:32.2,REALIZED_PNL,1.81671,USDT,DOGEUSDT
22:32.2,COMMISSION,-0.02125227,USDT,DOGEUSDT
49:29.7,COMMISSION,-0.01599024,USDT,GALAUSDT
49:29.7,COMMISSION,-0.08071264,USDT,GALAUSDT
49:29.7,COMMISSION,-0.2412622,USDT,GALAUSDT
49:06.1,COMMISSION,-0.00734918,USDT,GALAUSDT
49:06.1,COMMISSION,-0.10320288,USDT,GALAUSDT
49:06.1,REALIZED_PNL,1.37305251,USDT,GALAUSDT
49:06.1,REALIZED_PNL,1.62173591,USDT,GALAUSDT
49:06.1,REALIZED_PNL,0.09634415,USDT,GALAUSDT
49:06.1,REALIZED_PNL,1.36414741,USDT,GALAUSDT
49:06.1,COMMISSION,-0.10670233,USDT,GALAUSDT
49:06.1,COMMISSION,-0.1224928,USDT,GALAUSDT
20:12.7,COMMISSION,-0.06630192,USDT,SFPUSDT
24:26.5,COMMISSION,-0.00263494,USDT,LRCUSDT
24:26.5,COMMISSION,-0.18182493,USDT,LRCUSDT
31:27.7,REALIZED_PNL,0.324,USDT,SFPUSDT
31:27.7,COMMISSION,-0.012258,USDT,SFPUSDT
31:27.7,REALIZED_PNL,1.0633,USDT,SFPUSDT
31:27.7,REALIZED_PNL,0.3798,USDT,SFPUSDT
31:27.7,COMMISSION,-0.014706,USDT,SFPUSDT
31:27.7,COMMISSION,-0.04004476,USDT,SFPUSDT
35:11.3,REALIZED_PNL,-0.22615928,USDT,LRCUSDT
35:11.3,REALIZED_PNL,-1.95796714,USDT,LRCUSDT
35:11.3,REALIZED_PNL,-8.26835071,USDT,LRCUSDT
35:11.3,REALIZED_PNL,-0.15169285,USDT,LRCUSDT
35:11.3,COMMISSION,-0.00257446,USDT,LRCUSDT
35:11.3,COMMISSION,-0.00386224,USDT,LRCUSDT
35:11.3,COMMISSION,-0.03347364,USDT,LRCUSDT
35:11.3,COMMISSION,-0.14030785,USDT,LRCUSDT
41:50.2,COMMISSION,-0.28364391,USDT,DOGEUSDT
42:07.4,COMMISSION,-0.01152499,USDT,DOGEUSDT
42:07.4,REALIZED_PNL,0.0127,USDT,DOGEUSDT
45:08.7,COMMISSION,-0.163756,USDT,MANAUSDT
25:30.6,COMMISSION,-0.00685207,USDT,DOGEUSDT
25:30.6,COMMISSION,-0.06700796,USDT,DOGEUSDT
25:30.6,COMMISSION,-0.01103451,USDT,DOGEUSDT
25:30.6,COMMISSION,-0.00409344,USDT,DOGEUSDT
33:08.4,REALIZED_PNL,16.02,USDT,MANAUSDT
33:08.4,COMMISSION,-0.170164,USDT,MANAUSDT
41:45.8,COMMISSION,-0.09561344,USDT,SFPUSDT
45:31.6,COMMISSION,-0.03393068,USDT,LRCUSDT
45:31.6,COMMISSION,-0.05278089,USDT,LRCUSDT
53:13.3,REALIZED_PNL,-6.9224,USDT,SFPUSDT
53:13.3,COMMISSION,-0.09284448,USDT,SFPUSDT
00:03.2,REALIZED_PNL,-0.78588695,USDT,LRCUSDT
00:03.2,COMMISSION,-0.02370652,USDT,LRCUSDT
00:03.2,REALIZED_PNL,-0.33665869,USDT,LRCUSDT
00:03.2,COMMISSION,-0.01871567,USDT,LRCUSDT
00:03.2,COMMISSION,-0.04366978,USDT,LRCUSDT
00:03.2,REALIZED_PNL,-0.42643434,USDT,LRCUSDT
52:44.4,COMMISSION,-0.044662,USDT,DOGEUSDT
52:44.4,REALIZED_PNL,-1.1925,USDT,DOGEUSDT
34:55.9,COMMISSION,-0.22285368,USDT,MANAUSDT
00:07.8,FUNDING_FEE,-0.11101231,USDT,DOGEUSDT
00:13.0,FUNDING_FEE,-0.19775418,USDT,MANAUSDT
33:59.1,COMMISSION,-0.02211354,USDT,1000SHIBUSDT
00:20.6,REALIZED_PNL,1.1844,USDT,MANAUSDT
00:20.6,COMMISSION,-0.22332744,USDT,MANAUSDT
01:51.9,COMMISSION,-0.22011488,USDT,MANAUSDT
37:22.3,COMMISSION,-0.00537876,USDT,MANAUSDT
37:22.3,REALIZED_PNL,5.3845,USDT,MANAUSDT
37:22.3,REALIZED_PNL,0.1335,USDT,MANAUSDT
37:22.3,COMMISSION,-0.21694332,USDT,MANAUSDT
54:38.5,COMMISSION,-0.02168778,USDT,1000SHIBUSDT
54:38.5,REALIZED_PNL,-1.064385,USDT,1000SHIBUSDT
15:36.8,REALIZED_PNL,-2.4925,USDT,DOGEUSDT
15:36.8,COMMISSION,-0.044142,USDT,DOGEUSDT
28:39.0,COMMISSION,-0.08297212,USDT,SANDUSDT
28:39.0,COMMISSION,-0.02676564,USDT,SANDUSDT
28:39.0,COMMISSION,-0.01873751,USDT,SANDUSDT
28:39.0,COMMISSION,-0.0669131,USDT,SANDUSDT
28:39.0,COMMISSION,-0.02676628,USDT,SANDUSDT
53:36.4,REALIZED_PNL,-6.66279999,USDT,SANDUSDT
53:36.4,COMMISSION,-0.22481977,USDT,SANDUSDT
58:07.6,COMMISSION,-0.2660948,USDT,SANDUSDT
31:26.2,REALIZED_PNL,-10.573,USDT,SANDUSDT
31:26.2,COMMISSION,-0.270324,USDT,SANDUSDT
44:23.0,COMMISSION,-0.18259363,USDT,GALAUSDT
49:39.1,REALIZED_PNL,-4.13507,USDT,GALAUSDT
49:39.1,COMMISSION,-0.18424766,USDT,GALAUSDT
00:08.1,FUNDING_FEE,-0.06495605,USDT,DOGEUSDT
00:07.8,FUNDING_FEE,-0.065166,USDT,DOGEUSDT
43:37.3,COMMISSION,-0.175163,USDT,1000SHIBUSDT
51:14.9,COMMISSION,-0.03906054,USDT,1000SHIBUSDT
51:14.9,COMMISSION,-0.10874869,USDT,1000SHIBUSDT
51:14.9,REALIZED_PNL,0.459,USDT,1000SHIBUSDT
51:14.9,COMMISSION,-0.02848896,USDT,1000SHIBUSDT
51:14.9,REALIZED_PNL,0.626872,USDT,1000SHIBUSDT
51:14.9,REALIZED_PNL,1.752105,USDT,1000SHIBUSDT
10:38.6,COMMISSION,-0.17569559,USDT,1000SHIBUSDT
13:48.0,COMMISSION,-0.18304259,USDT,1000SHIBUSDT
13:48.0,REALIZED_PNL,18.367515,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.05123478,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.00226898,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.021327,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.01827126,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.0397346,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.00713108,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.01200995,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.01799787,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.01199318,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.00479397,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.00283196,USDT,1000SHIBUSDT
15:22.3,COMMISSION,-0.10025161,USDT,1000SHIBUSDT
07:45.5,COMMISSION,-0.28904405,USDT,1000SHIBUSDT
07:45.5,REALIZED_PNL,-2.00554099,USDT,1000SHIBUSDT
00:07.5,FUNDING_FEE,-0.11314595,USDT,DOGEUSDT
59:49.6,COMMISSION,-0.202884,USDT,MANAUSDT
02:18.7,REALIZED_PNL,0.79,USDT,MANAUSDT
02:18.7,COMMISSION,-0.2032,USDT,MANAUSDT
02:52.3,COMMISSION,-0.00406768,USDT,MANAUSDT
02:52.3,COMMISSION,-0.11796968,USDT,MANAUSDT
06:43.2,REALIZED_PNL,-0.37642,USDT,MANAUSDT
06:43.2,COMMISSION,-0.11781888,USDT,MANAUSDT
06:43.2,COMMISSION,-0.0040628,USDT,MANAUSDT
06:43.2,REALIZED_PNL,-0.01278,USDT,MANAUSDT
11:54.5,COMMISSION,-0.205688,USDT,MANAUSDT
14:08.2,COMMISSION,-0.0696696,USDT,DYDXUSDT
14:08.2,COMMISSION,-0.05045376,USDT,DYDXUSDT
22:21.8,REALIZED_PNL,1.96,USDT,MANAUSDT
22:21.8,COMMISSION,-0.206472,USDT,MANAUSDT
33:44.0,COMMISSION,-0.08164352,USDT,DYDXUSDT
33:44.0,REALIZED_PNL,-0.100912,USDT,DYDXUSDT
33:44.0,REALIZED_PNL,-0.041088,USDT,DYDXUSDT
33:44.0,COMMISSION,-0.03842304,USDT,DYDXUSDT
34:49.8,COMMISSION,-0.00601893,USDT,LTCUSDT
34:49.8,COMMISSION,-0.2675808,USDT,LTCUSDT
40:05.8,COMMISSION,-0.274356,USDT,LTCUSDT
40:05.8,REALIZED_PNL,1.89066,USDT,LTCUSDT
00:06.9,FUNDING_FEE,-0.07096563,USDT,DOGEUSDT
00:06.7,FUNDING_FEE,-0.23122378,USDT,DOGEUSDT
34:02.8,COMMISSION,-0.1435082,USDT,SANDUSDT
46:49.9,REALIZED_PNL,-0.389,USDT,SANDUSDT
46:49.9,COMMISSION,-0.1436638,USDT,SANDUSDT
50:47.4,COMMISSION,-0.14293539,USDT,SANDUSDT
13:34.8,REALIZED_PNL,-1.13112,USDT,SANDUSDT
13:34.8,COMMISSION,-0.11006228,USDT,SANDUSDT
13:34.8,REALIZED_PNL,-3.57846,USDT,SANDUSDT
13:34.8,COMMISSION,-0.03475694,USDT,SANDUSDT
38:38.6,COMMISSION,-0.0553534,USDT,LRCUSDT
40:06.5,COMMISSION,-0.05316141,USDT,GALAUSDT
40:17.4,COMMISSION,-0.0529643,USDT,GALAUSDT
40:17.4,REALIZED_PNL,0.49278,USDT,GALAUSDT
40:29.0,COMMISSION,-0.05012061,USDT,GALAUSDT
56:43.4,INSURANCE_CLEAR,-1.24561018,USDT,GALAUSDT
56:43.5,REALIZED_PNL,-1.2103,USDT,GALAUSDT
56:57.0,REALIZED_PNL,0.97372,USDT,LRCUSDT
56:57.0,COMMISSION,-0.05496392,USDT,LRCUSDT
00:08.1,FUNDING_FEE,-0.06415953,USDT,DOGEUSDT
07:55.7,COMMISSION,-0.189276,USDT,MANAUSDT
10:07.6,REALIZED_PNL,1.22,USDT,MANAUSDT
10:07.6,COMMISSION,-0.188788,USDT,MANAUSDT
19:52.3,COMMISSION,-0.01310624,USDT,SANDUSDT
19:52.3,COMMISSION,-0.2487594,USDT,SANDUSDT
21:23.7,COMMISSION,-0.16897663,USDT,SANDUSDT
21:23.7,REALIZED_PNL,9.636726,USDT,SANDUSDT
21:23.7,COMMISSION,-0.08705849,USDT,SANDUSDT
21:23.7,REALIZED_PNL,4.939554,USDT,SANDUSDT
25:43.3,COMMISSION,-0.26862009,USDT,BTCUSDT
33:54.6,REALIZED_PNL,-1.89168,USDT,BTCUSDT
33:54.6,COMMISSION,-0.26786342,USDT,BTCUSDT
46:10.8,COMMISSION,-0.0808941,USDT,ETHUSDT
05:35.3,COMMISSION,-0.07942272,USDT,ETHUSDT
05:35.3,REALIZED_PNL,-3.67843,USDT,ETHUSDT
22:15.7,COMMISSION,-0.1413727,USDT,ETHUSDT
22:37.4,COMMISSION,-0.09648312,USDT,ETHUSDT
22:37.4,COMMISSION,-0.04181143,USDT,ETHUSDT
18:47.2,REALIZED_PNL,0.73293999,USDT,ETHUSDT
18:47.2,COMMISSION,-0.27996043,USDT,ETHUSDT
58:13.1,COMMISSION,-0.34952534,USDT,ETHUSDT
44:00.5,COMMISSION,-0.35044383,USDT,ETHUSDT
44:00.5,REALIZED_PNL,2.29622,USDT,ETHUSDT
00:06.8,FUNDING_FEE,-0.06110355,USDT,DOGEUSDT
00:07.6,FUNDING_FEE,-0.06052386,USDT,DOGEUSDT
00:08.3,FUNDING_FEE,-0.06160439,USDT,DOGEUSDT
06:53.3,COMMISSION,-0.1016414,USDT,1000SHIBUSDT
45:25.0,REALIZED_PNL,-0.003205,USDT,1000SHIBUSDT
45:25.0,COMMISSION,-0.07998324,USDT,1000SHIBUSDT
45:25.0,REALIZED_PNL,-0.005103,USDT,1000SHIBUSDT
45:25.0,COMMISSION,-0.01151615,USDT,1000SHIBUSDT
45:25.0,REALIZED_PNL,-0.030378,USDT,1000SHIBUSDT
45:25.0,COMMISSION,-0.01012651,USDT,1000SHIBUSDT
00:09.2,FUNDING_FEE,-0.06212581,USDT,DOGEUSDT
00:09.0,FUNDING_FEE,-0.06150476,USDT,DOGEUSDT
01:00.4,COMMISSION,-0.12186612,USDT,1000SHIBUSDT
01:00.4,COMMISSION,-0.0281804,USDT,1000SHIBUSDT
05:41.4,COMMISSION,-0.01599469,USDT,1000SHIBUSDT
